ID|CITYID|GRADEID|PARENTID|CITYNAME|CITYCODE
1|01|1|0|北京|
2|0101|2|01|北京|
3|010101|3|0101|北京|101010100
4|010102|3|0101|海淀|101010200
5|010103|3|0101|朝阳|101010300
6|010104|3|0101|顺义|101010400
7|010105|3|0101|怀柔|101010500
8|010106|3|0101|通州|101010600
9|010107|3|0101|昌平|101010700
10|010108|3|0101|延庆|101010800
11|010109|3|0101|丰台|101010900
12|010110|3|0101|石景山|101011000
13|010111|3|0101|大兴|101011100
14|010112|3|0101|房山|101011200
15|010113|3|0101|密云|101011300
16|010114|3|0101|门头沟|101011400
17|010115|3|0101|平谷|101011500
18|02|1|0|上海|
19|0201|2|02|上海|
20|020101|3|0201|上海|101020100
21|020102|3|0201|闵行|101020200
22|020103|3|0201|宝山|101020300
23|020104|3|0201|嘉定|101020500
24|020105|3|0201|浦东南汇|101020600
25|020106|3|0201|金山|101020700
26|020107|3|0201|青浦|101020800
27|020108|3|0201|松江|101020900
28|020109|3|0201|奉贤|101021000
29|020110|3|0201|崇明|101021100
30|020111|3|0201|徐家汇|101021200
31|020112|3|0201|浦东|101021300
32|03|1|0|天津|
33|0301|2|03|天津|
34|030101|3|0301|天津|101030100
35|030102|3|0301|武清|101030200
36|030103|3|0301|宝坻|101030300
37|030104|3|0301|东丽|101030400
38|030105|3|0301|西青|101030500
39|030106|3|0301|北辰|101030600
40|030107|3|0301|宁河|101030700
41|030108|3|0301|汉沽|101030800
42|030109|3|0301|静海|101030900
43|030110|3|0301|津南|101031000
44|030111|3|0301|塘沽|101031100
45|030112|3|0301|大港|101031200
46|030113|3|0301|蓟县|101031400
1|04|1|0|重庆|
2|0401|2|04|重庆|
3|040101|3|0401|重庆|101040100
4|040102|3|0401|永川|101040200
5|040103|3|0401|合川|101040300
6|040104|3|0401|南川|101040400
7|040105|3|0401|江津|101040500
8|040106|3|0401|万盛|101040600
9|040107|3|0401|渝北|101040700
10|040108|3|0401|北碚|101040800
11|040109|3|0401|巴南|101040900
12|040110|3|0401|长寿|101041000
13|040111|3|0401|黔江|101041100
14|040112|3|0401|万州|101041300
15|040113|3|0401|涪陵|101041400
16|040114|3|0401|开县|101041500
17|040115|3|0401|城口|101041600
18|040116|3|0401|云阳|101041700
19|040117|3|0401|巫溪|101041800
20|040118|3|0401|奉节|101041900
21|040119|3|0401|巫山|101042000
22|040120|3|0401|潼南|101042100
23|040121|3|0401|垫江|101042200
24|040122|3|0401|梁平|101042300
25|040123|3|0401|忠县|101042400
26|040124|3|0401|石柱|101042500
27|040125|3|0401|大足|101042600
28|040126|3|0401|荣昌|101042700
29|040127|3|0401|铜梁|101042800
30|040128|3|0401|璧山|101042900
31|040129|3|0401|丰都|101043000
32|040130|3|0401|武隆|101043100
33|040131|3|0401|彭水|101043200
34|040132|3|0401|綦江|101043300
35|040133|3|0401|酉阳|101043400
36|040134|3|0401|秀山|101043600
1|05|1|0|黑龙江|
2|0501|2|05|哈尔滨|
3|050101|3|0501|哈尔滨|101050101
4|050102|3|0501|双城|101050102
5|050103|3|0501|呼兰|101050103
6|050104|3|0501|阿城|101050104
7|050105|3|0501|宾县|101050105
8|050106|3|0501|依兰|101050106
9|050107|3|0501|巴彦|101050107
10|050108|3|0501|通河|101050108
11|050109|3|0501|方正|101050109
12|050110|3|0501|延寿|101050110
13|050111|3|0501|尚志|101050111
14|050112|3|0501|五常|101050112
15|050113|3|0501|木兰|101050113
16|0502|2|05|齐齐哈尔|
17|050201|3|0502|齐齐哈尔|101050201
18|050202|3|0502|讷河|101050202
19|050203|3|0502|龙江|101050203
20|050204|3|0502|甘南|101050204
21|050205|3|0502|富裕|101050205
22|050206|3|0502|依安|101050206
23|050207|3|0502|拜泉|101050207
24|050208|3|0502|克山|101050208
25|050209|3|0502|克东|101050209
26|050210|3|0502|泰来|101050210
27|0503|2|05|牡丹江|
28|050301|3|0503|牡丹江|101050301
29|050302|3|0503|海林|101050302
30|050303|3|0503|穆棱|101050303
31|050304|3|0503|林口|101050304
32|050305|3|0503|绥芬河|101050305
33|050306|3|0503|宁安|101050306
34|050307|3|0503|东宁|101050307
35|0504|2|05|佳木斯|
36|050401|3|0504|佳木斯|101050401
37|050402|3|0504|汤原|101050402
38|050403|3|0504|抚远|101050403
39|050404|3|0504|桦川|101050404
40|050405|3|0504|桦南|101050405
41|050406|3|0504|同江|101050406
42|050407|3|0504|富锦|101050407
43|0505|2|05|绥化|
44|050501|3|0505|绥化|101050501
45|050502|3|0505|肇东|101050502
46|050503|3|0505|安达|101050503
47|050504|3|0505|海伦|101050504
48|050505|3|0505|明水|101050505
49|050506|3|0505|望奎|101050506
50|050507|3|0505|兰西|101050507
51|050508|3|0505|青冈|101050508
52|050509|3|0505|庆安|101050509
53|050510|3|0505|绥棱|101050510
54|0506|2|05|黑河|
55|050601|3|0506|黑河|101050601
56|050602|3|0506|嫩江|101050602
57|050603|3|0506|孙吴|101050603
58|050604|3|0506|逊克|101050604
59|050605|3|0506|五大连池|101050605
60|050606|3|0506|北安|101050606
61|0507|2|05|大兴安岭|
62|050701|3|0507|大兴安岭|101050701
63|050702|3|0507|塔河|101050702
64|050703|3|0507|漠河|101050703
65|050704|3|0507|呼玛|101050704
66|050705|3|0507|呼中|101050705
67|050706|3|0507|新林|101050706
68|050707|3|0507|加格达奇|101050708
69|0508|2|05|伊春|
70|050801|3|0508|伊春|101050801
71|050802|3|0508|乌伊岭|101050802
72|050803|3|0508|五营|101050803
73|050804|3|0508|铁力|101050804
74|050805|3|0508|嘉荫|101050805
75|0509|2|05|大庆|
76|050901|3|0509|大庆|101050901
77|050902|3|0509|林甸|101050902
78|050903|3|0509|肇州|101050903
79|050904|3|0509|肇源|101050904
80|050905|3|0509|杜尔伯特|101050905
81|0510|2|05|七台河|
82|051001|3|0510|七台河|101051002
83|051002|3|0510|勃利|101051003
84|0511|2|05|鸡西|
85|051101|3|0511|鸡西|101051101
86|051102|3|0511|虎林|101051102
87|051103|3|0511|密山|101051103
88|051104|3|0511|鸡东|101051104
89|0512|2|05|鹤岗|
90|051201|3|0512|鹤岗|101051201
91|051202|3|0512|绥滨|101051202
92|051203|3|0512|萝北|101051203
93|0513|2|05|双鸭山|
94|051301|3|0513|双鸭山|101051301
95|051302|3|0513|集贤|101051302
96|051303|3|0513|宝清|101051303
97|051304|3|0513|饶河|101051304
98|051305|3|0513|友谊|101051305
1|06|1|0|吉林|
2|0601|2|06|长春|
3|060101|3|0601|长春|101060101
4|060102|3|0601|农安|101060102
5|060103|3|0601|德惠|101060103
6|060104|3|0601|九台|101060104
7|060105|3|0601|榆树|101060105
8|060106|3|0601|双阳|101060106
9|0602|2|06|吉林|
10|060201|3|0602|吉林|101060201
11|060202|3|0602|舒兰|101060202
12|060203|3|0602|永吉|101060203
13|060204|3|0602|蛟河|101060204
14|060205|3|0602|磐石|101060205
15|060206|3|0602|桦甸|101060206
16|0603|2|06|延边|
17|060301|3|0603|延吉|101060301
18|060302|3|0603|敦化|101060302
19|060303|3|0603|安图|101060303
20|060304|3|0603|汪清|101060304
21|060305|3|0603|和龙|101060305
22|060306|3|0603|龙井|101060307
23|060307|3|0603|珲春|101060308
24|060308|3|0603|图们|101060309
25|0604|2|06|四平|
26|060401|3|0604|四平|101060401
27|060402|3|0604|双辽|101060402
28|060403|3|0604|梨树|101060403
29|060404|3|0604|公主岭|101060404
30|060405|3|0604|伊通|101060405
31|0605|2|06|通化|
32|060501|3|0605|通化|101060501
33|060502|3|0605|梅河口|101060502
34|060503|3|0605|柳河|101060503
35|060504|3|0605|辉南|101060504
36|060505|3|0605|集安|101060505
37|060506|3|0605|通化县|101060506
38|0606|2|06|白城|
39|060601|3|0606|白城|101060601
40|060602|3|0606|洮南|101060602
41|060603|3|0606|大安|101060603
42|060604|3|0606|镇赉|101060604
43|060605|3|0606|通榆|101060605
44|0607|2|06|辽源|
45|060701|3|0607|辽源|101060701
46|060702|3|0607|东丰|101060702
47|060703|3|0607|东辽|101060703
48|0608|2|06|松原|
49|060801|3|0608|松原|101060801
50|060802|3|0608|乾安|101060802
51|060803|3|0608|前郭|101060803
52|060804|3|0608|长岭|101060804
53|060805|3|0608|扶余|101060805
54|0609|2|06|白山|
55|060901|3|0609|白山|101060901
56|060902|3|0609|靖宇|101060902
57|060903|3|0609|临江|101060903
58|060904|3|0609|东岗|101060904
59|060905|3|0609|长白|101060905
60|060906|3|0609|抚松|101060906
61|060907|3|0609|江源|101060907
1|07|1|0|辽宁|
2|0701|2|07|沈阳|
3|070101|3|0701|沈阳|101070101
4|070102|3|0701|辽中|101070103
5|070103|3|0701|康平|101070104
6|070104|3|0701|法库|101070105
7|070105|3|0701|新民|101070106
8|0702|2|07|大连|
9|070201|3|0702|大连|101070201
10|070202|3|0702|瓦房店|101070202
11|070203|3|0702|金州|101070203
12|070204|3|0702|普兰店|101070204
13|070205|3|0702|旅顺|101070205
14|070206|3|0702|长海|101070206
15|070207|3|0702|庄河|101070207
16|0703|2|07|鞍山|
17|070301|3|0703|鞍山|101070301
18|070302|3|0703|台安|101070302
19|070303|3|0703|岫岩|101070303
20|070304|3|0703|海城|101070304
21|0704|2|07|抚顺|
22|070401|3|0704|抚顺|101070401
23|070402|3|0704|新宾|101070402
24|070403|3|0704|清原|101070403
25|070404|3|0704|章党|101070404
26|0705|2|07|本溪|
27|070501|3|0705|本溪|101070501
28|070502|3|0705|本溪县|101070502
29|070503|3|0705|桓仁|101070504
30|0706|2|07|丹东|
31|070601|3|0706|丹东|101070601
32|070602|3|0706|凤城|101070602
33|070603|3|0706|宽甸|101070603
34|070604|3|0706|东港|101070604
35|0707|2|07|锦州|
36|070701|3|0707|锦州|101070701
37|070702|3|0707|凌海|101070702
38|070703|3|0707|义县|101070704
39|070704|3|0707|黑山|101070705
40|070705|3|0707|北镇|101070706
41|0708|2|07|营口|
42|070801|3|0708|营口|101070801
43|070802|3|0708|大石桥|101070802
44|070803|3|0708|盖州|101070803
45|0709|2|07|阜新|
46|070901|3|0709|阜新|101070901
47|070902|3|0709|彰武|101070902
48|0710|2|07|辽阳|
49|071001|3|0710|辽阳|101071001
50|071002|3|0710|辽阳县|101071002
51|071003|3|0710|灯塔|101071003
52|071004|3|0710|弓长岭|101071004
53|0711|2|07|铁岭|
54|071101|3|0711|铁岭|101071101
55|071102|3|0711|开原|101071102
56|071103|3|0711|昌图|101071103
57|071104|3|0711|西丰|101071104
58|071105|3|0711|调兵山|101071105
59|0712|2|07|朝阳|
60|071201|3|0712|朝阳|101071201
61|071202|3|0712|凌源|101071203
62|071203|3|0712|喀左|101071204
63|071204|3|0712|北票|101071205
64|071205|3|0712|建平县|101071207
65|0713|2|07|盘锦|
66|071301|3|0713|盘锦|101071301
67|071302|3|0713|大洼|101071302
68|071303|3|0713|盘山|101071303
69|0714|2|07|葫芦岛|
70|071401|3|0714|葫芦岛|101071401
71|071402|3|0714|建昌|101071402
72|071403|3|0714|绥中|101071403
73|071404|3|0714|兴城|101071404
1|08|1|0|内蒙古|
2|0801|2|08|呼和浩特|
3|080101|3|0801|呼和浩特|101080101
4|080102|3|0801|土左旗|101080102
5|080103|3|0801|托县|101080103
6|080104|3|0801|和林|101080104
7|080105|3|0801|清水河|101080105
8|080106|3|0801|呼市郊区|101080106
9|080107|3|0801|武川|101080107
10|0802|2|08|包头|
11|080201|3|0802|包头|101080201
12|080202|3|0802|白云鄂博|101080202
13|080203|3|0802|满都拉|101080203
14|080204|3|0802|土右旗|101080204
15|080205|3|0802|固阳|101080205
16|080206|3|0802|达茂旗|101080206
17|080207|3|0802|希拉穆仁|101080207
18|0803|2|08|乌海|
19|080301|3|0803|乌海|101080301
20|0804|2|08|乌兰察布|
21|080401|3|0804|集宁|101080401
22|080402|3|0804|卓资|101080402
23|080403|3|0804|化德|101080403
24|080404|3|0804|商都|101080404
25|080405|3|0804|兴和|101080406
26|080406|3|0804|凉城|101080407
27|080407|3|0804|察右前旗|101080408
28|080408|3|0804|察右中旗|101080409
29|080409|3|0804|察右后旗|101080410
30|080410|3|0804|四子王旗|101080411
31|080411|3|0804|丰镇|101080412
32|0805|2|08|通辽|
33|080501|3|0805|通辽|101080501
34|080502|3|0805|舍伯吐|101080502
35|080503|3|0805|科左中旗|101080503
36|080504|3|0805|科左后旗|101080504
37|080505|3|0805|青龙山|101080505
38|080506|3|0805|开鲁|101080506
39|080507|3|0805|库伦|101080507
40|080508|3|0805|奈曼|101080508
41|080509|3|0805|扎鲁特|101080509
42|080510|3|0805|巴雅尔吐胡硕|101080511
43|080511|3|0805|霍林郭勒|101081108
44|0806|2|08|赤峰|
45|080601|3|0806|赤峰|101080601
46|080602|3|0806|阿鲁旗|101080603
47|080603|3|0806|浩尔吐|101080604
48|080604|3|0806|巴林左旗|101080605
49|080605|3|0806|巴林右旗|101080606
50|080606|3|0806|林西|101080607
51|080607|3|0806|克什克腾|101080608
52|080608|3|0806|翁牛特|101080609
53|080609|3|0806|岗子|101080610
54|080610|3|0806|喀喇沁|101080611
55|080611|3|0806|八里罕|101080612
56|080612|3|0806|宁城|101080613
57|080613|3|0806|敖汉|101080614
58|080614|3|0806|宝国吐|101080615
59|0807|2|08|鄂尔多斯|
60|080701|3|0807|鄂尔多斯|101080701
61|080702|3|0807|达拉特|101080703
62|080703|3|0807|准格尔|101080704
63|080704|3|0807|鄂前旗|101080705
64|080705|3|0807|河南|101080706
65|080706|3|0807|伊克乌素|101080707
66|080707|3|0807|鄂托克|101080708
67|080708|3|0807|杭锦旗|101080709
68|080709|3|0807|乌审旗|101080710
69|080710|3|0807|伊金霍洛|101080711
70|080711|3|0807|乌审召|101080712
71|080712|3|0807|东胜|101080713
72|0808|2|08|巴彦淖尔|
73|080801|3|0808|临河|101080801
74|080802|3|0808|五原|101080802
75|080803|3|0808|磴口|101080803
76|080804|3|0808|乌前旗|101080804
77|080805|3|0808|大佘太|101080805
78|080806|3|0808|乌中旗|101080806
79|080807|3|0808|乌后旗|101080807
80|080808|3|0808|海力素|101080808
81|080809|3|0808|那仁宝力格|101080809
82|080810|3|0808|杭锦后旗|101080810
83|0809|2|08|锡林郭勒|
84|080901|3|0809|锡林浩特|101080901
85|080902|3|0809|二连浩特|101080903
86|080903|3|0809|阿巴嘎|101080904
87|080904|3|0809|苏左旗|101080906
88|080905|3|0809|苏右旗|101080907
89|080906|3|0809|朱日和|101080908
90|080907|3|0809|东乌旗|101080909
91|080908|3|0809|西乌旗|101080910
92|080909|3|0809|太仆寺|101080911
93|080910|3|0809|镶黄旗|101080912
94|080911|3|0809|正镶白旗|101080913
95|080912|3|0809|正蓝旗|101080914
96|080913|3|0809|多伦|101080915
97|080914|3|0809|博克图|101080916
98|080915|3|0809|乌拉盖|101080917
99|0810|2|08|呼伦贝尔|
100|081001|3|0810|海拉尔|101081001
101|081002|3|0810|小二沟|101081002
102|081003|3|0810|阿荣旗|101081003
103|081004|3|0810|莫力达瓦|101081004
104|081005|3|0810|鄂伦春旗|101081005
105|081006|3|0810|鄂温克旗|101081006
106|081007|3|0810|陈旗|101081007
107|081008|3|0810|新左旗|101081008
108|081009|3|0810|新右旗|101081009
109|081010|3|0810|满洲里|101081010
110|081011|3|0810|牙克石|101081011
111|081012|3|0810|扎兰屯|101081012
112|081013|3|0810|额尔古纳|101081014
113|081014|3|0810|根河|101081015
114|081015|3|0810|图里河|101081016
115|0811|2|08|兴安盟|
116|081101|3|0811|高力板|101080510
117|081102|3|0811|乌兰浩特|101081101
118|081103|3|0811|阿尔山|101081102
119|081104|3|0811|科右中旗|101081103
120|081105|3|0811|胡尔勒|101081104
121|081106|3|0811|扎赉特|101081105
122|081107|3|0811|索伦|101081106
123|081108|3|0811|突泉|101081107
124|081109|3|0811|科右前旗|101081109
125|0812|2|08|阿拉善盟|
126|081201|3|0812|阿左旗|101081201
127|081202|3|0812|阿右旗|101081202
128|081203|3|0812|额济纳|101081203
129|081204|3|0812|拐子湖|101081204
130|081205|3|0812|吉兰太|101081205
131|081206|3|0812|锡林高勒|101081206
132|081207|3|0812|头道湖|101081207
133|081208|3|0812|中泉子|101081208
134|081209|3|0812|诺尔公|101081209
135|081210|3|0812|雅布赖|101081210
136|081211|3|0812|乌斯泰|101081211
137|081212|3|0812|孪井滩|101081212
1|09|1|0|河北|
2|0901|2|09|石家庄|
3|090101|3|0901|石家庄|101090101
4|090102|3|0901|井陉|101090102
5|090103|3|0901|正定|101090103
6|090104|3|0901|栾城|101090104
7|090105|3|0901|行唐|101090105
8|090106|3|0901|灵寿|101090106
9|090107|3|0901|高邑|101090107
10|090108|3|0901|深泽|101090108
11|090109|3|0901|赞皇|101090109
12|090110|3|0901|无极|101090110
13|090111|3|0901|平山|101090111
14|090112|3|0901|元氏|101090112
15|090113|3|0901|赵县|101090113
16|090114|3|0901|辛集|101090114
17|090115|3|0901|藁城|101090115
18|090116|3|0901|晋州|101090116
19|090117|3|0901|新乐|101090117
20|090118|3|0901|鹿泉|101090118
21|0902|2|09|保定|
22|090201|3|0902|保定|101090201
23|090202|3|0902|满城|101090202
24|090203|3|0902|阜平|101090203
25|090204|3|0902|徐水|101090204
26|090205|3|0902|唐县|101090205
27|090206|3|0902|高阳|101090206
28|090207|3|0902|容城|101090207
29|090208|3|0902|涞源|101090209
30|090209|3|0902|望都|101090210
31|090210|3|0902|安新|101090211
32|090211|3|0902|易县|101090212
33|090212|3|0902|曲阳|101090214
34|090213|3|0902|蠡县|101090215
35|090214|3|0902|顺平|101090216
36|090215|3|0902|雄县|101090217
37|090216|3|0902|涿州|101090218
38|090217|3|0902|定州|101090219
39|090218|3|0902|安国|101090220
40|090219|3|0902|高碑店|101090221
41|090220|3|0902|涞水|101090222
42|090221|3|0902|定兴|101090223
43|090222|3|0902|清苑|101090224
44|090223|3|0902|博野|101090225
45|0903|2|09|张家口|
46|090301|3|0903|张家口|101090301
47|090302|3|0903|宣化|101090302
48|090303|3|0903|张北|101090303
49|090304|3|0903|康保|101090304
50|090305|3|0903|沽源|101090305
51|090306|3|0903|尚义|101090306
52|090307|3|0903|蔚县|101090307
53|090308|3|0903|阳原|101090308
54|090309|3|0903|怀安|101090309
55|090310|3|0903|万全|101090310
56|090311|3|0903|怀来|101090311
57|090312|3|0903|涿鹿|101090312
58|090313|3|0903|赤城|101090313
59|090314|3|0903|崇礼|101090314
60|0904|2|09|承德|
61|090401|3|0904|承德|101090402
62|090402|3|0904|承德县|101090403
63|090403|3|0904|兴隆|101090404
64|090404|3|0904|平泉|101090405
65|090405|3|0904|滦平|101090406
66|090406|3|0904|隆化|101090407
67|090407|3|0904|丰宁|101090408
68|090408|3|0904|宽城|101090409
69|090409|3|0904|围场|101090410
70|0905|2|09|唐山|
71|090501|3|0905|唐山|101090501
72|090502|3|0905|丰南|101090502
73|090503|3|0905|丰润|101090503
74|090504|3|0905|滦县|101090504
75|090505|3|0905|滦南|101090505
76|090506|3|0905|乐亭|101090506
77|090507|3|0905|迁西|101090507
78|090508|3|0905|玉田|101090508
79|090509|3|0905|唐海|101090509
80|090510|3|0905|遵化|101090510
81|090511|3|0905|迁安|101090511
82|090512|3|0905|曹妃甸|101090512
83|0906|2|09|廊坊|
84|090601|3|0906|廊坊|101090601
85|090602|3|0906|固安|101090602
86|090603|3|0906|永清|101090603
87|090604|3|0906|香河|101090604
88|090605|3|0906|大城|101090605
89|090606|3|0906|文安|101090606
90|090607|3|0906|大厂|101090607
91|090608|3|0906|霸州|101090608
92|090609|3|0906|三河|101090609
93|0907|2|09|沧州|
94|090701|3|0907|沧州|101090701
95|090702|3|0907|青县|101090702
96|090703|3|0907|东光|101090703
97|090704|3|0907|海兴|101090704
98|090705|3|0907|盐山|101090705
99|090706|3|0907|肃宁|101090706
100|090707|3|0907|南皮|101090707
101|090708|3|0907|吴桥|101090708
102|090709|3|0907|献县|101090709
103|090710|3|0907|孟村|101090710
104|090711|3|0907|泊头|101090711
105|090712|3|0907|任丘|101090712
106|090713|3|0907|黄骅|101090713
107|090714|3|0907|河间|101090714
108|090715|3|0907|沧县|101090716
109|0908|2|09|衡水|
110|090801|3|0908|衡水|101090801
111|090802|3|0908|枣强|101090802
112|090803|3|0908|武邑|101090803
113|090804|3|0908|武强|101090804
114|090805|3|0908|饶阳|101090805
115|090806|3|0908|安平|101090806
116|090807|3|0908|故城|101090807
117|090808|3|0908|景县|101090808
118|090809|3|0908|阜城|101090809
119|090810|3|0908|冀州|101090810
120|090811|3|0908|深州|101090811
121|0909|2|09|邢台|
122|090901|3|0909|邢台|101090901
123|090902|3|0909|临城|101090902
124|090903|3|0909|内丘|101090904
125|090904|3|0909|柏乡|101090905
126|090905|3|0909|隆尧|101090906
127|090906|3|0909|南和|101090907
128|090907|3|0909|宁晋|101090908
129|090908|3|0909|巨鹿|101090909
130|090909|3|0909|新河|101090910
131|090910|3|0909|广宗|101090911
132|090911|3|0909|平乡|101090912
133|090912|3|0909|威县|101090913
134|090913|3|0909|清河|101090914
135|090914|3|0909|临西|101090915
136|090915|3|0909|南宫|101090916
137|090916|3|0909|沙河|101090917
138|090917|3|0909|任县|101090918
139|0910|2|09|邯郸|
140|091001|3|0910|邯郸|101091001
141|091002|3|0910|峰峰|101091002
142|091003|3|0910|临漳|101091003
143|091004|3|0910|成安|101091004
144|091005|3|0910|大名|101091005
145|091006|3|0910|涉县|101091006
146|091007|3|0910|磁县|101091007
147|091008|3|0910|肥乡|101091008
148|091009|3|0910|永年|101091009
149|091010|3|0910|邱县|101091010
150|091011|3|0910|鸡泽|101091011
151|091012|3|0910|广平|101091012
152|091013|3|0910|馆陶|101091013
153|091014|3|0910|魏县|101091014
154|091015|3|0910|曲周|101091015
155|091016|3|0910|武安|101091016
156|0911|2|09|秦皇岛|
157|091101|3|0911|秦皇岛|101091101
158|091102|3|0911|青龙|101091102
159|091103|3|0911|昌黎|101091103
160|091104|3|0911|抚宁|101091104
161|091105|3|0911|卢龙|101091105
162|091106|3|0911|北戴河|101091106
1|10|1|0|山西|
2|1001|2|10|太原|
3|100101|3|1001|太原|101100101
4|100102|3|1001|清徐|101100102
5|100103|3|1001|阳曲|101100103
6|100104|3|1001|娄烦|101100104
7|100105|3|1001|古交|101100105
8|100106|3|1001|尖草坪区|101100106
9|100107|3|1001|小店区|101100107
10|1002|2|10|大同|
11|100201|3|1002|大同|101100201
12|100202|3|1002|阳高|101100202
13|100203|3|1002|大同县|101100203
14|100204|3|1002|天镇|101100204
15|100205|3|1002|广灵|101100205
16|100206|3|1002|灵丘|101100206
17|100207|3|1002|浑源|101100207
18|100208|3|1002|左云|101100208
19|1003|2|10|阳泉|
20|100301|3|1003|阳泉|101100301
21|100302|3|1003|盂县|101100302
22|100303|3|1003|平定|101100303
23|1004|2|10|晋中|
24|100401|3|1004|晋中|101100401
25|100402|3|1004|榆次|101100402
26|100403|3|1004|榆社|101100403
27|100404|3|1004|左权|101100404
28|100405|3|1004|和顺|101100405
29|100406|3|1004|昔阳|101100406
30|100407|3|1004|寿阳|101100407
31|100408|3|1004|太谷|101100408
32|100409|3|1004|祁县|101100409
33|100410|3|1004|平遥|101100410
34|100411|3|1004|灵石|101100411
35|100412|3|1004|介休|101100412
36|1005|2|10|长治|
37|100501|3|1005|长治|101100501
38|100502|3|1005|黎城|101100502
39|100503|3|1005|屯留|101100503
40|100504|3|1005|潞城|101100504
41|100505|3|1005|襄垣|101100505
42|100506|3|1005|平顺|101100506
43|100507|3|1005|武乡|101100507
44|100508|3|1005|沁县|101100508
45|100509|3|1005|长子|101100509
46|100510|3|1005|沁源|101100510
47|100511|3|1005|壶关|101100511
48|1006|2|10|晋城|
49|100601|3|1006|晋城|101100601
50|100602|3|1006|沁水|101100602
51|100603|3|1006|阳城|101100603
52|100604|3|1006|陵川|101100604
53|100605|3|1006|高平|101100605
54|100606|3|1006|泽州|101100606
55|1007|2|10|临汾|
56|100701|3|1007|临汾|101100701
57|100702|3|1007|曲沃|101100702
58|100703|3|1007|永和|101100703
59|100704|3|1007|隰县|101100704
60|100705|3|1007|大宁|101100705
61|100706|3|1007|吉县|101100706
62|100707|3|1007|襄汾|101100707
63|100708|3|1007|蒲县|101100708
64|100709|3|1007|汾西|101100709
65|100710|3|1007|洪洞|101100710
66|100711|3|1007|霍州|101100711
67|100712|3|1007|乡宁|101100712
68|100713|3|1007|翼城|101100713
69|100714|3|1007|侯马|101100714
70|100715|3|1007|浮山|101100715
71|100716|3|1007|安泽|101100716
72|100717|3|1007|古县|101100717
73|1008|2|10|运城|
74|100801|3|1008|运城|101100801
75|100802|3|1008|临猗|101100802
76|100803|3|1008|稷山|101100803
77|100804|3|1008|万荣|101100804
78|100805|3|1008|河津|101100805
79|100806|3|1008|新绛|101100806
80|100807|3|1008|绛县|101100807
81|100808|3|1008|闻喜|101100808
82|100809|3|1008|垣曲|101100809
83|100810|3|1008|永济|101100810
84|100811|3|1008|芮城|101100811
85|100812|3|1008|夏县|101100812
86|100813|3|1008|平陆|101100813
87|1009|2|10|朔州|
88|100901|3|1009|朔州|101100901
89|100902|3|1009|平鲁|101100902
90|100903|3|1009|山阴|101100903
91|100904|3|1009|右玉|101100904
92|100905|3|1009|应县|101100905
93|100906|3|1009|怀仁|101100906
94|1010|2|10|忻州|
95|101001|3|1010|忻州|101101001
96|101002|3|1010|定襄|101101002
97|101003|3|1010|五台县|101101003
98|101004|3|1010|河曲|101101004
99|101005|3|1010|偏关|101101005
100|101006|3|1010|神池|101101006
101|101007|3|1010|宁武|101101007
102|101008|3|1010|代县|101101008
103|101009|3|1010|繁峙|101101009
104|101010|3|1010|五台山|101101010
105|101011|3|1010|保德|101101011
106|101012|3|1010|静乐|101101012
107|101013|3|1010|岢岚|101101013
108|101014|3|1010|五寨|101101014
109|101015|3|1010|原平|101101015
110|1011|2|10|吕梁|
111|101101|3|1011|吕梁|101101100
112|101102|3|1011|离石|101101101
113|101103|3|1011|临县|101101102
114|101104|3|1011|兴县|101101103
115|101105|3|1011|岚县|101101104
116|101106|3|1011|柳林|101101105
117|101107|3|1011|石楼|101101106
118|101108|3|1011|方山|101101107
119|101109|3|1011|交口|101101108
120|101110|3|1011|中阳|101101109
121|101111|3|1011|孝义|101101110
122|101112|3|1011|汾阳|101101111
123|101113|3|1011|文水|101101112
124|101114|3|1011|交城|101101113
1|11|1|0|陕西|
2|1101|2|11|西安|
3|110101|3|1101|西安|101110101
4|110102|3|1101|长安|101110102
5|110103|3|1101|临潼|101110103
6|110104|3|1101|蓝田|101110104
7|110105|3|1101|周至|101110105
8|110106|3|1101|户县|101110106
9|110107|3|1101|高陵|101110107
10|1102|2|11|咸阳|
11|110201|3|1102|咸阳|101110200
12|110202|3|1102|三原|101110201
13|110203|3|1102|礼泉|101110202
14|110204|3|1102|永寿|101110203
15|110205|3|1102|淳化|101110204
16|110206|3|1102|泾阳|101110205
17|110207|3|1102|武功|101110206
18|110208|3|1102|乾县|101110207
19|110209|3|1102|彬县|101110208
20|110210|3|1102|长武|101110209
21|110211|3|1102|旬邑|101110210
22|110212|3|1102|兴平|101110211
23|1103|2|11|延安|
24|110301|3|1103|延安|101110300
25|110302|3|1103|延长|101110301
26|110303|3|1103|延川|101110302
27|110304|3|1103|子长|101110303
28|110305|3|1103|宜川|101110304
29|110306|3|1103|富县|101110305
30|110307|3|1103|志丹|101110306
31|110308|3|1103|安塞|101110307
32|110309|3|1103|甘泉|101110308
33|110310|3|1103|洛川|101110309
34|110311|3|1103|黄陵|101110310
35|110312|3|1103|黄龙|101110311
36|110313|3|1103|吴起|101110312
37|1104|2|11|榆林|
38|110401|3|1104|榆林|101110401
39|110402|3|1104|府谷|101110402
40|110403|3|1104|神木|101110403
41|110404|3|1104|佳县|101110404
42|110405|3|1104|定边|101110405
43|110406|3|1104|靖边|101110406
44|110407|3|1104|横山|101110407
